AGS,GEN,question_01,question_02
08426074,Mittelbiberach,56,71
08426120,Ummendorf,37,17
08426128,Warthausen,52,13
08426019,Berkheim,34,81
08426031,Dettingen an der Iller,80,52
08426044,Erolzheim,63,18
08426065,Kirchberg an der Iller,80,19
08426066,Kirchdorf an der Iller,66,20
08426001,Achstetten,16,66
08426028,Burgrieden,40,95
08426070,Laupheim,64,20
08426073,Mietingen,79,63
08426043,Erlenmoos,39,75
08426087,Ochsenhausen,90,80
08426113,Steinhausen an der Rottum,26,87
08426135,Gutenzell-Hürbel,58,85
08426008,Altheim,49,59
08426035,Dürmentingen,17,18
08426045,Ertingen,48,63
08426067,Langenenslingen,55,45
08426097,Riedlingen,36,59
08426121,Unlingen,70,26
08426124,Uttenweiler,75,53
08426100,Rot an der Rot,56,24
08426117,Tannheim,52,73
08426108,Schwendi,57,28
08426125,Wain,30,13
08435035,Meckenbeuren,22,96
08435013,Eriskirch,55,91
08435029,Kressbronn am Bodensee,63,20
08435030,Langenargen,26,41
08435016,Friedrichshafen,66,65
08435024,Immenstaad am Bodensee,81,28
08435005,Bermatingen,40,13
08435034,Markdorf,74,65
08435045,Oberteuringen,73,42
08435067,Deggenhausertal,45,35
08435010,Daisendorf,67,12
08435018,Hagnau am Bodensee,24,83
08435036,Meersburg,97,82
08435054,Stetten,34,79
08435066,Uhldingen-Mühlhofen,48,44
08435015,Frickingen,84,100
08435020,Heiligenberg,84,70
08435052,Salem,40,37
08435042,Neukirch,73,59
08435057,Tettnang,39,84
08435047,Owingen,48,73
08435053,Sipplingen,74,89
08435059,Überlingen,69,77
08436008,Aulendorf,40,80
08436010,Bad Wurzach,73,95
08436049,Isny im Allgäu,57,23
08436052,Kißlegg,42,59
08436094,Argenbühl,52,84
08436005,Altshausen,74,16
08436019,Boms,37,14
08436024,Ebenweiler,92,60
08436027,Eichstegen,96,15
08436032,Fleischwangen,79,89
08436040,Guggenhausen,45,50
08436047,Hoßkirch,15,99
08436053,Königseggwald,77,48
08436067,Riedhausen,20,71
08436077,Unterwaldhausen,42,21
08436093,Ebersbach-Musbach,22,48
08436009,Bad Waldsee,85,15
08436014,Bergatreute,31,72
08436018,Bodnegg,68,11
08436039,Grünkraut,11,34
08436069,Schlier,83,13
08436079,Waldburg,76,51
08436003,Aichstetten,26,92
08436004,Aitrach,91,68
08436055,Leutkirch im Allgäu,37,26
08436011,Baienfurt,91,100
08436012,Baindt,60,33
08436013,Berg,44,38
08436064,Ravensburg,72,13
08436082,Weingarten,83,41
08436078,Vogt,63,66
08436085,Wolfegg,38,69
08436001,Achberg,65,91
08436006,Amtzell,20,86
08436081,Wangen im Allgäu,44,73
08436083,Wilhelmsdorf,51,42
08436095,Horgenzell,79,52
08436087,Wolpertswende,65,14
08436096,Fronreute,17,77
08437086,Ostrach,40,80
08437031,Gammertingen,40,40
08437047,Hettingen,64,56
08437082,Neufra,85,57
08437114,Veringenstadt,75,34
08437053,Hohentengen,59,84
08437076,Mengen,93,11
08437101,Scheer,49,61
08437072,Leibertingen,66,70
08437078,Meßkirch,51,17
08437123,Sauldorf,40,34
08437056,Illmensee,22,84
08437088,Pfullendorf,39,100
08437118,Wald,50,47
08437124,Herdwangen-Schönach,78,36
08437044,Herbertingen,25,75
08437100,Bad Saulgau,45,33
08437005,Beuron,95,67
08437008,Bingen,40,92
08437059,Inzigkofen,88,83
08437065,Krauchenwies,96,24
08437104,Sigmaringen,93,92
08437105,Sigmaringendorf,84,61
08437102,Schwenningen,31,83
08437107,Stetten am kalten Markt,67,57
09161000,Ingolstadt,18,10
09162000,München,97,12
09163000,Rosenheim,50,32
09171111,Altötting,23,42
09171112,Burghausen,66,30
09171113,Burgkirchen a.d.Alz,67,31
09171117,Garching a.d.Alz,34,88
09171118,Haiming,84,100
09171125,Neuötting,73,62
09171127,Pleiskirchen,92,57
09171131,Teising,71,96
09171132,Töging a.Inn,61,86
09171133,Tüßling,57,99
09171137,Winhöring,56,42
09171114,Emmerting,63,72
09171124,Mehring,86,99
09171116,Feichten a.d.Alz,13,82
09171119,Halsbach,34,89
09171122,Kirchweidach,77,82
09171134,Tyrlaching,70,82
09171123,Marktl,82,27
09171130,Stammham,74,70
09171115,Erlbach,51,13
09171126,Perach,85,15
09171129,Reischach,63,40
09171121,Kastl,67,31
09171135,Unterneukirchen,86,51
09172111,Ainring,16,15
09172112,Anger,34,84
09172114,Bad Reichenhall,73,12
09172115,Bayerisch Gmain,51,13
09172116,Berchtesgaden,72,57
09172117,Bischofswiesen,59,68
09172118,Freilassing,94,52
09172122,Laufen,31,74
09172124,Marktschellenberg,21,60
09172128,Piding,90,35
09172129,Ramsau b.Berchtesgaden,60,92
09172130,Saaldorf-Surheim,46,48
09172131,Schneizlreuth,69,76
09172132,Schönau a.Königssee,36,15
09172134,Teisendorf,65,79
09172452,Eck,90,79
09172454,Schellenberger Forst,87,57
09173111,Bad Heilbrunn,13,14
09173112,Bad Tölz,97,40
09173118,Dietramszell,85,27
09173120,Egling,43,79
09173123,Eurasburg,55,95
09173124,Gaißach,99,77
09173126,Geretsried,57,12
09173130,Icking,16,54
09173131,Jachenau,16,75
09173134,Königsdorf,21,71
09173135,Lenggries,43,15
09173137,Münsing,23,77
09173145,Wackersberg,41,43
09173147,Wolfratshausen,99,41
09173113,Benediktbeuern,62,36
09173115,Bichl,74,57
09173133,Kochel a.See,43,26
09173142,Schlehdorf,62,43
09173127,Greiling,94,95
09173140,Reichersbeuern,53,19
09173141,Sachsenkam,34,68
09173451,Pupplinger Au,37,59
09173452,Wolfratshauser Forst,81,10
09174111,Altomünster,58,34
09174113,Bergkirchen,28,38
09174115,Dachau,63,17
09174118,Erdweg,35,24
09174121,Haimhausen,19,68
09174122,Hebertshausen,94,59
09174126,Karlsfeld,70,48
09174131,Markt Indersdorf,91,78
09174135,Odelzhausen,78,41
09174136,Petershausen,16,80
09174137,Pfaffenhofen a.d.Glonn,58,39
09174141,Röhrmoos,13,55
09174143,Schwabhausen,11,39
09174146,Sulzemoos,54,36
09174147,Hilgertshausen-Tandern,40,68
09174150,Vierkirchen,74,83
09174151,Weichs,57,89
09175111,Anzing,90,86
09175115,Ebersberg,84,57
09175118,Forstinning,58,67
09175122,Grafing b.München,47,88
09175123,Hohenlinden,22,31
09175124,Kirchseeon,71,64
09175127,Markt Schwaben,86,16
09175132,Vaterstetten,14,42
09175133,Pliening,100,77
09175135,Poing,28,86
09175137,Steinhöring,67,51
09175139,Zorneding,55,24
09175112,Aßling,29,20
09175119,Frauenneuharting,41,73
09175136,Emmering,60,35
09175113,Baiern,52,17
09175114,Bruck,35,37
09175116,Egmating,88,44
09175121,Glonn,39,11
09175128,Moosach,50,88
09175131,Oberpframmern,90,66
09175451,Anzinger Forst,100,14
09175452,Ebersberger Forst,81,76
09175453,Eglhartinger Forst,53,56
09176112,Altmannstein,47,29
09176114,Beilngries,71,27
09176118,Buxheim,77,53
09176120,Denkendorf,54,56
09176121,Dollnstein,51,90
09176123,Eichstätt,46,38
09176126,Gaimersheim,28,41
09176129,Großmehring,78,44
09176131,Hepberg,75,13
09176132,Hitzhofen,64,33
09176137,Kinding,10,100
09176138,Kipfenberg,44,91
09176139,Kösching,53,77
09176143,Lenting,54,97
09176148,Mörnsheim,42,80
09176161,Stammham,81,50
09176164,Titting,41,100
09176166,Wellheim,11,70
09176167,Wettstetten,62,44
09176155,Pollenfeld,38,80
09176160,Schernfeld,53,20
09176165,Walting,74,49
09176116,Böhmfeld,69,57
09176124,Eitensheim,63,39
09176111,Adelschlag,65,41
09176122,Egweil,97,74
09176149,Nassenfels,66,42
09176147,Mindelstetten,43,51
09176150,Oberdolling,73,74
09176153,Pförring,63,50
09176451,Haunstetter Forst,43,50
09177113,Bockhorn,76,90
09177115,Dorfen,56,22
09177117,Erding,71,16
09177118,Finsing,38,78
09177119,Forstern,72,32
09177120,Fraunberg,34,75
09177123,Isen,62,48
09177127,Lengdorf,36,83
09177130,Moosinning,20,25
09177137,Sankt Wolfgang,63,11
09177139,Taufkirchen (Vils),73,18
09177114,Buch a.Buchrain,84,23
09177135,Pastetten,87,26
09177142,Walpertskirchen,44,57
09177144,Wörth,21,61
09177116,Eitting,93,23
09177133,Oberding,12,93
09177131,Neuching,91,30
09177134,Ottenhofen,56,30
09177121,Hohenpolding,43,89
09177122,Inning a.Holz,85,47
09177124,Kirchberg,87,67
09177138,Steinkirchen,53,60
09177112,Berglern,11,59
09177126,Langenpreising,89,99
09177143,Wartenberg,33,16
09178116,Au i.d.Hallertau,44,94
09178120,Eching,85,47
09178122,Rudelzhausen,71,59
09178123,Fahrenzhausen,46,27
09178124,Freising,79,42
09178130,Hallbergmoos,14,37
09178133,Hohenkammer,33,54
09178136,Kirchdorf a.d.Amper,92,70
09178137,Kranzberg,40,17
09178138,Langenbach,90,50
09178140,Marzling,75,87
09178143,Moosburg a.d.Isar,13,28
09178144,Nandlstadt,53,94
09178145,Neufahrn b.Freising,87,68
09178113,Allershausen,91,65
09178150,Paunzhausen,10,19
09178125,Gammelsdorf,75,12
09178132,Hörgertshausen,95,87
09178142,Mauern,21,79
09178155,Wang,96,58
09178115,Attenkirchen,81,68
09178129,Haag a.d.Amper,70,89
09178156,Wolfersdorf,30,88
09178157,Zolling,58,43
09179113,Alling,34,82
09179117,Egenhofen,40,73
09179118,Eichenau,50,16
09179119,Emmering,26,15
09179121,Fürstenfeldbruck,36,97
09179123,Germering,95,50
09179126,Gröbenzell,95,82
09179134,Maisach,100,64
09179138,Moorenweis,11,35
09179142,Olching,21,27
09179145,Puchheim,95,99
09179149,Türkenfeld,27,23
09179111,Adelshofen,81,46
09179114,Althegnenberg,72,53
09179128,Hattenhofen,97,36
09179130,Jesenwang,37,81
09179132,Landsberied,45,35
09179136,Mammendorf,68,47
09179137,Mittelstetten,89,85
09179140,Oberschweinbach,41,14
09179125,Grafrath,91,90
09179131,Kottgeisering,34,78
09179147,Schöngeising,32,19
09180112,Bad Kohlgrub,91,90
09180116,Farchant,49,46
09180117,Garmisch-Partenkirchen,72,15
09180118,Grainau,10,75
09180122,Krün,17,16
09180123,Mittenwald,22,54
09180124,Murnau a.Staffelsee,22,23
09180125,Oberammergau,57,39
09180126,Oberau,76,74
09180134,Uffing a.Staffelsee,30,94
09180136,Wallgau,53,54
09180113,Bad Bayersoien,41,39
09180129,Saulgrub,92,69
09180115,Ettal,88,62
09180135,Unterammergau,85,98
09180114,Eschenlohe,90,55
09180119,Großweil,15,88
09180127,Ohlstadt,90,30
09180131,Schwaigen,51,98
09180128,Riegsee,37,19
09180132,Seehausen a.Staffelsee,45,19
09180133,Spatzenhausen,26,86
09180451,Ettaler Forst,61,91
09181113,Denklingen,29,22
09181114,Dießen am Ammersee,15,35
09181116,Egling a.d.Paar,16,56
09181122,Geltendorf,67,39
09181128,Kaufering,85,17
09181130,Landsberg am Lech,14,41
09181132,Penzing,90,22
09181144,Utting am Ammersee,12,21
09181145,Weil,96,71
09181121,Fuchstal,39,81
09181143,Unterdießen,90,31
09181126,Hurlach,75,32
09181127,Igling,15,69
09181131,Obermeitingen,95,98
09181134,Prittriching,71,64
09181138,Scheuring,20,48
09181124,Hofstetten,64,39
09181140,Schwifting,64,14
09181141,Pürgen,31,87
09181111,Apfeldorf,22,27
09181129,Kinsau,82,35
09181133,Vilgertshofen,40,19
09181135,Reichling,97,83
09181137,Rott,63,50
09181142,Thaining,26,41
09181115,Eching am Ammersee,25,97
09181123,Greifenberg,58,26
09181139,Schondorf am Ammersee,17,20
09181118,Eresing,52,81
09181120,Finning,53,50
09181146,Windach,78,78
09181451,Ammersee,14,84
09182111,Bad Wiessee,15,94
09182112,Bayrischzell,43,15
09182114,Fischbachau,82,97
09182116,Gmund a.Tegernsee,72,40
09182119,Hausham,73,58
09182120,Holzkirchen,16,87
09182123,Irschenberg,72,16
09182124,Kreuth,46,100
09182125,Miesbach,53,40
09182127,Otterfing,27,28
09182129,Rottach-Egern,100,41
09182131,Schliersee,84,86
09182132,Tegernsee,76,95
09182133,Valley,64,67
09182134,Waakirchen,36,51
09182136,Warngau,63,39
09182137,Weyarn,29,10
09183112,Ampfing,45,44
09183113,Aschau a.Inn,98,62
09183114,Buchbach,29,10
09183119,Haag i.OB,25,49
09183127,Mettenheim,90,13
09183128,Mühldorf a.Inn,20,98
09183135,Obertaufkirchen,48,44
09183144,Schwindegg,73,66
09183148,Waldkraiburg,89,79
09183120,Heldenstein,32,32
09183138,Rattenkirchen,27,20
09183118,Gars a.Inn,26,86
09183147,Unterreit,56,10
09183123,Kirchdorf,75,22
09183140,Reichertsheim,70,11
09183122,Jettenbach,45,76
09183124,Kraiburg a.Inn,84,45
09183145,Taufkirchen,42,10
09183115,Egglkofen,35,18
09183129,Neumarkt-Sankt Veit,35,38
09183125,Lohkirchen,67,12
09183132,Oberbergkirchen,92,62
09183143,Schönberg,63,51
09183151,Zangberg,78,96
09183134,Oberneukirchen,77,97
09183136,Polling,67,51
09183116,Erharting,70,58
09183130,Niederbergkirchen,32,78
09183131,Niedertaufkirchen,30,26
09183126,Maitenbeth,81,66
09183139,Rechtmehring,71,79
09183451,Mühldorfer Hart,88,96
09184112,Aschheim,47,96
09184113,Baierbrunn,17,95
09184114,Brunnthal,45,19
09184118,Feldkirchen,82,61
09184119,Garching b.München,77,78
09184120,Gräfelfing,30,82
09184121,Grasbrunn,62,14
09184122,Grünwald,96,55
09184123,Haar,85,87
09184127,Höhenkirchen-Siegertsbrunn,37,40
09184129,Hohenbrunn,17,99
09184130,Ismaning,13,39
09184131,Kirchheim b.München,95,75
09184132,Neuried,50,60
09184134,Oberhaching,30,53
09184135,Oberschleißheim,21,35
09184136,Ottobrunn,51,76
09184137,Aying,96,60
09184138,Planegg,64,31
09184139,Pullach i.Isartal,27,93
09184140,Putzbrunn,73,85
09184141,Sauerlach,20,26
09184142,Schäftlarn,35,98
09184144,Straßlach-Dingharting,29,20
09184145,Taufkirchen,48,32
09184146,Neubiberg,79,89
09184147,Unterföhring,18,90
09184148,Unterhaching,55,96
09184149,Unterschleißheim,85,19
09184452,Forstenrieder Park,94,45
09184454,Grünwalder Forst,66,63
09184457,Perlacher Forst,48,95
09185113,Aresing,48,43
09185125,Burgheim,39,78
09185127,Ehekirchen,79,94
09185139,Karlshuld,52,78
09185140,Karlskron,41,70
09185149,Neuburg a.d.Donau,93,36
09185150,Oberhausen,16,32
09185153,Rennertshofen,100,59
09185158,Schrobenhausen,27,85
09185163,Königsmoos,49,73
09185168,Weichering,31,31
09185118,Bergheim,31,28
09185157,Rohrenfels,40,57
09185116,Berg im Gau,50,95
09185123,Brunnen,99,37
09185131,Gachenbach,59,77
09185143,Langenmosen,97,51
09185166,Waidhofen,69,10
09186113,Baar-Ebenhausen,59,30
09186125,Gerolsbach,58,26
09186128,Hohenwart,56,26
09186132,Jetzendorf,16,64
09186137,Manching,84,51
09186139,Münchsmünster,28,66
09186143,Pfaffenhofen a.d.Ilm,92,48
09186146,Reichertshausen,99,22
09186149,Rohrbach,43,12
09186151,Scheyern,38,59
09186152,Schweitenkirchen,41,84
09186158,Vohburg a.d.Donau,28,29
09186162,Wolnzach,40,84
09186116,Ernsgaden,60,49
09186122,Geisenfeld,24,30
09186126,Hettenshausen,11,25
09186130,Ilmmünster,36,75
09186144,Pörnbach,96,83
09186147,Reichertshofen,11,51
09187113,Amerang,97,42
09187114,Aschau i.Chiemgau,47,22
09187116,Babensham,29,50
09187117,Bad Aibling,11,88
09187118,Bernau a.Chiemsee,30,61
09187120,Brannenburg,48,18
09187122,Bruckmühl,14,19
09187124,Edling,64,27
09187125,Eggstätt,86,90
09187126,Eiselfing,26,55
09187128,Bad Endorf,36,21
09187129,Bad Feilnbach,77,77
09187130,Feldkirchen-Westerham,49,19
09187131,Flintsbach a.Inn,41,43
09187132,Frasdorf,16,23
09187134,Griesstätt,63,65
09187137,Großkarolinenfeld,56,39
09187142,Schechen,36,33
09187148,Kiefersfelden,73,42
09187150,Kolbermoor,35,47
09187154,Neubeuern,72,73
09187156,Nußdorf a.Inn,50,76
09187157,Oberaudorf,60,17
09187162,Prien a.Chiemsee,49,41
09187163,Prutting,77,94
09187165,Raubling,64,27
09187167,Riedering,78,14
09187168,Rimsting,17,35
09187169,Rohrdorf,39,40
09187172,Samerberg,98,71
09187174,Söchtenau,72,47
09187176,Soyen,59,56
09187177,Stephanskirchen,92,81
09187179,Tuntenhausen,92,33
09187181,Vogtareuth,39,89
09187182,Wasserburg a.Inn,55,16
09187121,Breitbrunn a.Chiemsee,54,88
09187123,Chiemsee,74,85
09187138,Gstadt a.Chiemsee,11,38
09187139,Halfing,35,76
09187145,Höslwang,20,52
09187173,Schonstett,93,60
09187164,Ramerberg,29,83
09187170,Rott a.Inn,82,85
09187159,Pfaffing,36,29
09187186,Albaching,63,95
09187451,Rotter Forst-Nord,29,82
09187452,Rotter Forst-Süd,18,59
09188113,Berg,59,33
09188117,Andechs,16,26
09188118,Feldafing,97,36
09188120,Gauting,30,15
09188121,Gilching,35,95
09188124,Herrsching a.Ammersee,98,20
09188126,Inning a.Ammersee,62,67
09188127,Krailling,55,13
09188132,Seefeld,13,60
09188137,Pöcking,46,33
09188139,Starnberg,30,64
09188141,Tutzing,92,84
09188144,Weßling,26,14
09188145,Wörthsee,53,64
09188451,Starnberger See,31,90
09189111,Altenmarkt a.d.Alz,53,33
09189114,Chieming,87,53
09189115,Engelsberg,34,47
09189118,Fridolfing,88,30
09189119,Grabenstätt,86,10
09189120,Grassau,23,93
09189124,Inzell,14,53
09189127,Kirchanschöring,67,22
09189130,Nußdorf,20,99
09189134,Palling,44,92
09189135,Petting,38,37
09189139,Reit im Winkl,90,14
09189140,Ruhpolding,98,46
09189141,Schleching,43,91
09189142,Schnaitsee,61,37
09189143,Seeon-Seebruck,22,30
09189145,Siegsdorf,65,65
09189148,Surberg,13,62
09189149,Tacherting,20,84
09189152,Tittmoning,42,17
09189154,Traunreut,80,32
09189155,Traunstein,86,49
09189157,Trostberg,19,82
09189159,Übersee,30,72
09189160,Unterwössen,85,17
09189113,Bergen,88,60
09189161,Vachendorf,80,34
09189129,Marquartstein,59,17
09189146,Staudach-Egerndach,81,88
09189126,Kienberg,28,64
09189133,Obing,17,73
09189137,Pittenhart,31,99
09189150,Taching a.See,34,79
09189162,Waging a.See,76,38
09189165,Wonneberg,76,26
09189451,Chiemsee (See),86,31
09189452,Waginger See,77,72
09190115,Bernried am Starnberger See,77,16
09190130,Hohenpeißenberg,97,40
09190138,Pähl,31,17
09190139,Peißenberg,30,65
09190140,Peiting,10,55
09190141,Penzberg,35,56
09190142,Polling,34,61
09190144,Raisting,21,71
09190148,Schongau,78,50
09190157,Weilheim i.OB,28,31
09190158,Wessobrunn,67,95
09190159,Wielenbach,100,98
09190111,Altenstadt,40,26
09190129,Hohenfurch,58,90
09190133,Ingenried,50,42
09190149,Schwabbruck,30,55
09190151,Schwabsoien,95,36
09190114,Bernbeuren,97,69
09190118,Burggen,24,78
09190113,Antdorf,27,77
09190126,Habach,39,53
09190136,Obersöchering,33,18
09190153,Sindelsdorf,50,16
09190120,Eberfing,77,82
09190121,Eglfing,73,84
09190131,Huglfing,69,25
09190135,Oberhausen,89,89
09190117,Böbing,83,12
09190145,Rottenbuch,60,13
09190132,Iffeldorf,47,11
09190152,Seeshaupt,26,46
09190143,Prem,17,78
09190154,Steingaden,22,70
09190160,Wildsteig,27,25
09261000,Landshut,43,42
09262000,Passau,68,86
09263000,Straubing,55,97
09271111,Aholming,26,52
09271113,Auerbach,48,73
09271116,Bernried,20,74
09271119,Deggendorf,42,18
09271122,Grafling,92,64
09271125,Hengersberg,80,43
09271127,Iggensbach,25,32
09271128,Künzing,26,63
09271132,Metten,74,78
09271138,Niederalteich,10,74
09271140,Offenberg,40,82
09271141,Osterhofen,86,50
09271146,Plattling,36,97
09271151,Stephansposching,16,45
09271153,Winzer,85,76
09271123,Grattersdorf,70,39
09271126,Hunding,53,28
09271130,Lalling,83,99
09271148,Schaufling,18,40
09271139,Oberpöring,49,35
09271143,Otzing,80,43
09271152,Wallerfing,44,65
09271118,Buchhofen,77,75
09271135,Moos,52,24
09271114,Außernzell,71,49
09271149,Schöllnach,59,79
09272118,Freyung,28,39
09272120,Grafenau,14,59
09272121,Grainet,64,43
09272122,Haidmühle,38,28
09272127,Hohenau,18,44
09272129,Jandelsbrunn,58,95
09272134,Mauth,21,49
09272136,Neureichenau,41,42
09272140,Ringelai,32,77
09272141,Röhrnbach,25,94
09272142,Saldenburg,30,90
09272143,Sankt Oswald-Riedlhütte,33,69
09272146,Neuschönau,50,29
09272149,Spiegelau,80,80
09272151,Waldkirchen,68,83
09272116,Eppenschlag,71,97
09272128,Innernzell,42,94
09272145,Schöfweg,12,52
09272147,Schönberg,57,47
09272126,Hinterschmiding,39,73
09272139,Philippsreut,45,28
09272150,Thurmansbang,32,85
09272152,Zenting,30,46
09272119,Fürsteneck,50,87
09272138,Perlesreut,80,95
09272451,Annathaler Wald,39,92
09272452,Frauenberger und Duschlberger Wald,61,99
09272453,Graineter Wald,40,76
09272455,Leopoldsreuter Wald,90,39
09272456,Mauther Forst,48,90
09272457,Philippsreuter Wald,80,49
09272458,Pleckensteiner Wald,14,92
09272459,Sankt Oswald,14,90
09272460,Schlichtenberger Wald,26,99
09272461,Schönbrunner Wald,37,63
09272463,Waldhäuserwald,27,82
09273111,Abensberg,39,12
09273116,Bad Abbach,32,37
09273137,Kelheim,11,49
09273147,Mainburg,100,37
09273152,Neustadt a.d.Donau,37,99
09273159,Painten,26,38
09273164,Riedenburg,59,29
09273165,Rohr i.NB,39,78
09273121,Essing,83,46
09273133,Ihrlerstein,64,16
09273166,Saal a.d.Donau,69,38
09273175,Teugn,32,91
09273125,Hausen,82,58
09273127,Herrngiersdorf,76,96
09273141,Langquaid,50,25
09273119,Biburg,75,75
09273139,Kirchdorf,64,61
09273172,Siegenburg,80,74
09273177,Train,91,89
09273181,Wildenberg,37,73
09273113,Aiglsbach,19,44
09273115,Attenhofen,79,71
09273163,Elsendorf,36,33
09273178,Volkenschwand,11,22
09273451,Dürnbucher Forst,72,83
09273452,Frauenforst,60,88
09273453,Hacklberg,13,69
09274111,Adlkofen,84,28
09274113,Altdorf,34,41
09274120,Bodenkirchen,94,64
09274121,Buch a.Erlbach,52,66
09274124,Eching,95,20
09274126,Ergolding,83,41
09274128,Essenbach,80,68
09274134,Geisenhausen,81,23
09274141,Hohenthann,63,78
09274146,Kumhausen,14,83
09274153,Neufahrn i.NB,95,97
09274156,Niederaichbach,95,15
09274172,Pfeffenhausen,44,19
09274176,Rottenburg a.d.Laaber,93,39
09274182,Tiefenbach,75,90
09274184,Vilsbiburg,70,26
09274185,Vilsheim,73,92
09274194,Bruckberg,54,90
09274119,Bayerbach b.Ergoldsbach,79,38
09274127,Ergoldsbach,79,99
09274132,Furth,83,53
09274165,Obersüßbach,33,51
09274187,Weihmichl,45,81
09274174,Postau,41,14
09274188,Weng,43,71
09274191,Wörth a.d.Isar,23,67
09274112,Aham,34,14
09274135,Gerzen,93,57
09274145,Kröning,71,70
09274179,Schalkham,65,72
09274114,Altfraunhofen,31,67
09274118,Baierbach,62,83
09274154,Neufraunhofen,73,26
09274183,Velden,51,18
09274193,Wurmsham,77,47
09275111,Aicha vorm Wald,23,72
09275114,Aldersbach,29,26
09275116,Bad Füssing,17,29
09275118,Breitenberg,92,45
09275119,Büchlberg,41,61
09275120,Eging a.See,16,16
09275121,Fürstenstein,88,22
09275122,Fürstenzell,65,67
09275124,Bad Griesbach i.Rottal,56,99
09275125,Haarbach,97,72
09275126,Hauzenberg,91,85
09275127,Hofkirchen,86,31
09275128,Hutthurm,34,44
09275130,Kirchham,80,29
09275131,Kößlarn,66,52
09275133,Neuburg a.Inn,77,27
09275134,Neuhaus a.Inn,69,15
09275135,Neukirchen vorm Wald,22,39
09275137,Obernzell,96,100
09275138,Ortenburg,24,19
09275141,Pocking,19,48
09275144,Ruderting,76,26
09275145,Ruhstorf a.d.Rott,47,68
09275146,Salzweg,32,23
09275148,Sonnen,48,80
09275149,Tettenweis,55,90
09275150,Thyrnau,34,58
09275151,Tiefenbach,14,77
09275153,Untergriesbach,22,17
09275154,Vilshofen an der Donau,14,41
09275156,Wegscheid,21,47
09275159,Windorf,72,53
09275152,Tittling,34,93
09275160,Witzmannsberg,28,76
09275112,Aidenbach,93,50
09275117,Beutelsbach,17,97
09275132,Malching,70,69
09275143,Rotthalmünster,83,70
09276113,Arnbruck,62,39
09276115,Bayerisch Eisenstein,39,93
09276116,Bischofsmais,23,45
09276117,Bodenmais,68,93
09276118,Böbrach,81,64
09276120,Drachselsried,53,29
09276121,Frauenau,35,96
09276122,Geiersthal,52,87
09276126,Kirchberg i.Wald,74,82
09276127,Kirchdorf i.Wald,83,81
09276128,Kollnburg,17,83
09276129,Langdorf,32,56
09276130,Lindberg,97,16
09276134,Patersdorf,76,79
09276135,Prackenbach,56,75
09276138,Regen,35,37
09276139,Rinchnach,49,65
09276143,Teisnach,29,50
09276144,Viechtach,49,57
09276148,Zwiesel,44,71
09276111,Achslach,79,17
09276123,Gotteszell,78,92
09276142,Ruhmannsfelden,89,63
09276146,Zachenberg,79,70
09277111,Arnstorf,15,57
09277114,Dietersburg,71,83
09277116,Eggenfelden,84,78
09277117,Egglham,58,99
09277121,Gangkofen,52,16
09277124,Hebertsfelden,50,50
09277126,Johanniskirchen,44,86
09277127,Julbach,87,45
09277128,Kirchdorf a.Inn,21,93
09277134,Mitterskirchen,48,48
09277138,Pfarrkirchen,88,50
09277139,Postmünster,84,65
09277142,Roßbach,36,55
09277144,Schönau,47,19
09277145,Simbach a.Inn,50,39
09277149,Triftern,30,52
09277151,Unterdietfurt,49,35
09277152,Wittibreut,73,50
09277153,Wurmannsquick,14,64
09277154,Zeilarn,64,25
09277119,Falkenberg,98,46
09277131,Malgersdorf,67,95
09277141,Rimbach,50,51
09277122,Geratskirchen,23,86
09277133,Massing,41,63
09277112,Bayerbach,36,89
09277113,Bad Birnbach,32,31
09277140,Reut,82,59
09277148,Tann,60,50
09277118,Ering,71,38
09277147,Stubenberg,82,43
09278118,Bogen,85,51
09278121,Feldkirchen,82,84
09278123,Geiselhöring,50,40
09278129,Haibach,54,35
09278141,Kirchroth,57,19
09278143,Konzell,59,40
09278144,Laberweinting,80,49
09278146,Leiblfing,18,49
09278148,Mallersdorf-Pfaffenberg,49,49
09278167,Oberschneiding,19,79
09278170,Parkstetten,13,70
09278178,Rattenberg,19,77
09278184,Sankt Englmar,14,99
09278190,Steinach,11,78
09278197,Wiesenfelden,37,52
09278147,Loitzendorf,37,69
09278179,Rattiszell,77,89
09278189,Stallwang,100,97
09278116,Ascha,54,24
09278120,Falkenfels,63,18
09278134,Haselbach,95,78
09278151,Mitterfels,74,12
09278139,Hunderdorf,72,71
09278154,Neukirchen,35,58
09278198,Windberg,100,38
09278112,Aholfing,82,52
09278117,Atting,42,26
09278172,Perkam,85,27
09278177,Rain,56,22
09278149,Mariaposching,77,55
09278159,Niederwinkling,14,100
09278171,Perasdorf,42,52
09278187,Schwarzach,12,22
09278113,Aiterhofen,11,35
09278182,Salching,33,35
09278140,Irlbach,43,50
09278192,Straßkirchen,34,25
09279112,Dingolfing,100,97
09279113,Eichendorf,53,18
09279115,Frontenhausen,96,43
09279122,Landau a.d.Isar,43,14
09279124,Loiching,94,75
09279126,Marklkofen,28,42
09279127,Mengkofen,16,72
09279128,Moosthenning,37,16
09279130,Niederviehbach,62,30
09279132,Pilsting,65,39
09279134,Reisbach,62,89
09279135,Simbach,48,67
09279137,Wallersdorf,41,10
09279116,Gottfrieding,86,12
09279125,Mamming,35,31
09361000,Amberg,80,96
09362000,Regensburg,98,86
